station_number,state_code,state_name,country
66199,NSW,New South Wales,Australia
66200,NSW,New South Wales,Australia
66201,NSW,New South Wales,Australia
66202,NSW,New South Wales,Australia
66203,NSW,New South Wales,Australia
66204,NSW,New South Wales,Australia
66205,NSW,New South Wales,Australia
66206,NSW,New South Wales,Australia
66207,NSW,New South Wales,Australia
66208,NSW,New South Wales,Australia
66209,NSW,New South Wales,Australia
66210,NSW,New South Wales,Australia
66211,NSW,New South Wales,Australia
66212,NSW,New South Wales,Australia
66213,NSW,New South Wales,Australia
67000,NSW,New South Wales,Australia
67001,NSW,New South Wales,Australia
67002,NSW,New South Wales,Australia
67003,NSW,New South Wales,Australia
67004,NSW,New South Wales,Australia
67005,NSW,New South Wales,Australia
67006,NSW,New South Wales,Australia
67007,NSW,New South Wales,Australia
67008,NSW,New South Wales,Australia
67009,NSW,New South Wales,Australia
67010,NSW,New South Wales,Australia
67011,NSW,New South Wales,Australia
67012,NSW,New South Wales,Australia
67013,NSW,New South Wales,Australia
67014,NSW,New South Wales,Australia
67015,NSW,New South Wales,Australia
67016,NSW,New South Wales,Australia
67017,NSW,New South Wales,Australia
67018,NSW,New South Wales,Australia
67019,NSW,New South Wales,Australia
67020,NSW,New South Wales,Australia
67021,NSW,New South Wales,Australia
67022,NSW,New South Wales,Australia
67023,NSW,New South Wales,Australia
67024,NSW,New South Wales,Australia
67025,NSW,New South Wales,Australia
67026,NSW,New South Wales,Australia
67027,NSW,New South Wales,Australia
67028,NSW,New South Wales,Australia
67029,NSW,New South Wales,Australia
67030,NSW,New South Wales,Australia
67031,NSW,New South Wales,Australia
67032,NSW,New South Wales,Australia
67033,NSW,New South Wales,Australia
67034,NSW,New South Wales,Australia
67035,NSW,New South Wales,Australia
67036,NSW,New South Wales,Australia
67037,NSW,New South Wales,Australia
67038,NSW,New South Wales,Australia
67039,NSW,New South Wales,Australia
67040,NSW,New South Wales,Australia
67041,NSW,New South Wales,Australia
67042,NSW,New South Wales,Australia
67043,NSW,New South Wales,Australia
67044,NSW,New South Wales,Australia
67045,NSW,New South Wales,Australia
67046,NSW,New South Wales,Australia
67047,NSW,New South Wales,Australia
67048,NSW,New South Wales,Australia
67049,NSW,New South Wales,Australia
67050,NSW,New South Wales,Australia
67051,NSW,New South Wales,Australia
67052,NSW,New South Wales,Australia
67053,NSW,New South Wales,Australia
67054,NSW,New South Wales,Australia
67055,NSW,New South Wales,Australia
67056,NSW,New South Wales,Australia
67057,NSW,New South Wales,Australia
67058,NSW,New South Wales,Australia
67059,NSW,New South Wales,Australia
67060,NSW,New South Wales,Australia
67061,NSW,New South Wales,Australia
67062,NSW,New South Wales,Australia
67063,NSW,New South Wales,Australia
67064,NSW,New South Wales,Australia
67065,NSW,New South Wales,Australia
67066,NSW,New South Wales,Australia
67067,NSW,New South Wales,Australia
67068,NSW,New South Wales,Australia
67069,NSW,New South Wales,Australia
67070,NSW,New South Wales,Australia
67071,NSW,New South Wales,Australia
67072,NSW,New South Wales,Australia
67073,NSW,New South Wales,Australia
67074,NSW,New South Wales,Australia
67075,NSW,New South Wales,Australia
67076,NSW,New South Wales,Australia
67077,NSW,New South Wales,Australia
67078,NSW,New South Wales,Australia
67079,NSW,New South Wales,Australia
67080,NSW,New South Wales,Australia
67081,NSW,New South Wales,Australia
67082,NSW,New South Wales,Australia
67083,NSW,New South Wales,Australia
67084,NSW,New South Wales,Australia
67086,NSW,New South Wales,Australia
67087,NSW,New South Wales,Australia
67088,NSW,New South Wales,Australia
67089,NSW,New South Wales,Australia
67090,NSW,New South Wales,Australia
67091,NSW,New South Wales,Australia
67092,NSW,New South Wales,Australia
67093,NSW,New South Wales,Australia
67094,NSW,New South Wales,Australia
67095,NSW,New South Wales,Australia
67096,NSW,New South Wales,Australia
67097,NSW,New South Wales,Australia
67098,NSW,New South Wales,Australia
67099,NSW,New South Wales,Australia
67100,NSW,New South Wales,Australia
67101,NSW,New South Wales,Australia
67102,NSW,New South Wales,Australia
67103,NSW,New South Wales,Australia
67104,NSW,New South Wales,Australia
67105,NSW,New South Wales,Australia
67106,NSW,New South Wales,Australia
67107,NSW,New South Wales,Australia
67108,NSW,New South Wales,Australia
67109,NSW,New South Wales,Australia
67110,NSW,New South Wales,Australia
67111,NSW,New South Wales,Australia
67112,NSW,New South Wales,Australia
67113,NSW,New South Wales,Australia
67114,NSW,New South Wales,Australia
67115,NSW,New South Wales,Australia
67116,NSW,New South Wales,Australia
67117,NSW,New South Wales,Australia
67118,NSW,New South Wales,Australia
67119,NSW,New South Wales,Australia
67120,NSW,New South Wales,Australia
68000,NSW,New South Wales,Australia
68001,NSW,New South Wales,Australia
68002,NSW,New South Wales,Australia
68003,NSW,New South Wales,Australia
68004,NSW,New South Wales,Australia
68005,NSW,New South Wales,Australia
68006,NSW,New South Wales,Australia
68007,NSW,New South Wales,Australia
68008,NSW,New South Wales,Australia
68009,NSW,New South Wales,Australia
68010,NSW,New South Wales,Australia
68011,NSW,New South Wales,Australia
68012,NSW,New South Wales,Australia
68013,NSW,New South Wales,Australia
68014,NSW,New South Wales,Australia
68015,NSW,New South Wales,Australia
68016,NSW,New South Wales,Australia
68017,NSW,New South Wales,Australia
68018,NSW,New South Wales,Australia
68019,NSW,New South Wales,Australia
68020,NSW,New South Wales,Australia
68021,NSW,New South Wales,Australia
68022,NSW,New South Wales,Australia
68023,NSW,New South Wales,Australia
68024,NSW,New South Wales,Australia
68025,NSW,New South Wales,Australia
68026,NSW,New South Wales,Australia
68027,NSW,New South Wales,Australia
68028,NSW,New South Wales,Australia
68029,NSW,New South Wales,Australia
68030,NSW,New South Wales,Australia
68031,NSW,New South Wales,Australia
68032,NSW,New South Wales,Australia
68033,NSW,New South Wales,Australia
68034,NSW,New South Wales,Australia
68035,NSW,New South Wales,Australia
68036,NSW,New South Wales,Australia
68037,NSW,New South Wales,Australia
68038,NSW,New South Wales,Australia
68039,NSW,New South Wales,Australia
68040,NSW,New South Wales,Australia
68041,NSW,New South Wales,Australia
68042,NSW,New South Wales,Australia
68043,NSW,New South Wales,Australia
68044,NSW,New South Wales,Australia
68045,NSW,New South Wales,Australia
68046,NSW,New South Wales,Australia
68047,NSW,New South Wales,Australia
68048,NSW,New South Wales,Australia
68049,NSW,New South Wales,Australia
68050,NSW,New South Wales,Australia
68051,NSW,New South Wales,Australia
68052,NSW,New South Wales,Australia
68053,NSW,New South Wales,Australia
68054,NSW,New South Wales,Australia
68055,NSW,New South Wales,Australia
68056,NSW,New South Wales,Australia
68057,NSW,New South Wales,Australia
68058,NSW,New South Wales,Australia
68059,NSW,New South Wales,Australia
68060,NSW,New South Wales,Australia
68061,NSW,New South Wales,Australia
68062,NSW,New South Wales,Australia
68063,NSW,New South Wales,Australia
68064,NSW,New South Wales,Australia
68065,NSW,New South Wales,Australia
68066,NSW,New South Wales,Australia
68067,NSW,New South Wales,Australia
68068,NSW,New South Wales,Australia
68069,NSW,New South Wales,Australia
68070,NSW,New South Wales,Australia
68071,NSW,New South Wales,Australia
68072,NSW,New South Wales,Australia
68073,NSW,New South Wales,Australia
68074,NSW,New South Wales,Australia
68075,NSW,New South Wales,Australia
68076,NSW,New South Wales,Australia
68077,NSW,New South Wales,Australia
68078,NSW,New South Wales,Australia
68079,NSW,New South Wales,Australia
68080,NSW,New South Wales,Australia
68081,NSW,New South Wales,Australia
68082,NSW,New South Wales,Australia
68083,NSW,New South Wales,Australia
68084,NSW,New South Wales,Australia
68085,NSW,New South Wales,Australia
68086,NSW,New South Wales,Australia
68087,NSW,New South Wales,Australia
68088,NSW,New South Wales,Australia
68089,NSW,New South Wales,Australia
68090,NSW,New South Wales,Australia
68091,NSW,New South Wales,Australia
68092,NSW,New South Wales,Australia
68093,NSW,New South Wales,Australia
68094,NSW,New South Wales,Australia
68095,NSW,New South Wales,Australia
68096,NSW,New South Wales,Australia
68097,NSW,New South Wales,Australia
68098,NSW,New South Wales,Australia
68099,NSW,New South Wales,Australia
68100,NSW,New South Wales,Australia
68101,NSW,New South Wales,Australia
68102,NSW,New South Wales,Australia
68103,NSW,New South Wales,Australia
68104,NSW,New South Wales,Australia
68105,NSW,New South Wales,Australia
68106,NSW,New South Wales,Australia
68107,NSW,New South Wales,Australia
68108,NSW,New South Wales,Australia
68109,NSW,New South Wales,Australia
68110,NSW,New South Wales,Australia
68111,NSW,New South Wales,Australia
68112,NSW,New South Wales,Australia
68113,NSW,New South Wales,Australia
68114,NSW,New South Wales,Australia
68115,NSW,New South Wales,Australia
68116,NSW,New South Wales,Australia
68117,NSW,New South Wales,Australia
68118,NSW,New South Wales,Australia
68119,NSW,New South Wales,Australia
68120,NSW,New South Wales,Australia
68121,NSW,New South Wales,Australia
68122,NSW,New South Wales,Australia
68123,NSW,New South Wales,Australia
68124,NSW,New South Wales,Australia
68125,NSW,New South Wales,Australia
68126,NSW,New South Wales,Australia
68127,NSW,New South Wales,Australia
68128,NSW,New South Wales,Australia
68129,NSW,New South Wales,Australia
68130,NSW,New South Wales,Australia
68131,NSW,New South Wales,Australia
68132,NSW,New South Wales,Australia
68133,NSW,New South Wales,Australia
68134,NSW,New South Wales,Australia
68135,NSW,New South Wales,Australia
68136,NSW,New South Wales,Australia
68137,NSW,New South Wales,Australia
68138,NSW,New South Wales,Australia
68139,NSW,New South Wales,Australia
68140,NSW,New South Wales,Australia
68141,NSW,New South Wales,Australia
68142,NSW,New South Wales,Australia
68143,NSW,New South Wales,Australia
68144,NSW,New South Wales,Australia
68145,NSW,New South Wales,Australia
68146,NSW,New South Wales,Australia
68147,NSW,New South Wales,Australia
68148,NSW,New South Wales,Australia
68149,NSW,New South Wales,Australia
68150,NSW,New South Wales,Australia
68151,NSW,New South Wales,Australia
68152,NSW,New South Wales,Australia
68153,NSW,New South Wales,Australia
68154,NSW,New South Wales,Australia
68155,NSW,New South Wales,Australia
68156,NSW,New South Wales,Australia
68157,NSW,New South Wales,Australia
68158,NSW,New South Wales,Australia
68159,NSW,New South Wales,Australia
68160,NSW,New South Wales,Australia
68161,NSW,New South Wales,Australia
68162,NSW,New South Wales,Australia
68163,NSW,New South Wales,Australia
68164,NSW,New South Wales,Australia
68165,NSW,New South Wales,Australia
68166,NSW,New South Wales,Australia
68167,NSW,New South Wales,Australia
68168,NSW,New South Wales,Australia
68169,NSW,New South Wales,Australia
68170,NSW,New South Wales,Australia
68171,NSW,New South Wales,Australia
68172,NSW,New South Wales,Australia
68173,NSW,New South Wales,Australia
68174,NSW,New South Wales,Australia
68175,NSW,New South Wales,Australia
68176,NSW,New South Wales,Australia
68177,NSW,New South Wales,Australia
68178,NSW,New South Wales,Australia
68179,NSW,New South Wales,Australia
68180,SA,South Australia,Australia
68181,NSW,New South Wales,Australia
68182,NSW,New South Wales,Australia
68183,NSW,New South Wales,Australia
68184,NSW,New South Wales,Australia
68185,NSW,New South Wales,Australia
68186,NSW,New South Wales,Australia
68187,NSW,New South Wales,Australia
68188,NSW,New South Wales,Australia
68189,NSW,New South Wales,Australia
68190,NSW,New South Wales,Australia
68191,NSW,New South Wales,Australia
68192,NSW,New South Wales,Australia
68193,NSW,New South Wales,Australia
68194,NSW,New South Wales,Australia
68195,NSW,New South Wales,Australia
68196,NSW,New South Wales,Australia
68197,NSW,New South Wales,Australia
68198,NSW,New South Wales,Australia
68199,NSW,New South Wales,Australia
68200,NSW,New South Wales,Australia
68201,NSW,New South Wales,Australia
68202,NSW,New South Wales,Australia
68203,NSW,New South Wales,Australia
68204,NSW,New South Wales,Australia
68205,NSW,New South Wales,Australia
68206,NSW,New South Wales,Australia
68207,NSW,New South Wales,Australia
68208,NSW,New South Wales,Australia
68209,NSW,New South Wales,Australia
68210,NSW,New South Wales,Australia
68211,NSW,New South Wales,Australia
68212,NSW,New South Wales,Australia
68213,NSW,New South Wales,Australia
68214,NSW,New South Wales,Australia
68215,NSW,New South Wales,Australia
68216,NSW,New South Wales,Australia
68217,NSW,New South Wales,Australia
68218,NSW,New South Wales,Australia
68219,NSW,New South Wales,Australia
68220,NSW,New South Wales,Australia
68221,NSW,New South Wales,Australia
68222,NSW,New South Wales,Australia
68223,NSW,New South Wales,Australia
68224,NSW,New South Wales,Australia
68225,NSW,New South Wales,Australia
68226,NSW,New South Wales,Australia
68227,NSW,New South Wales,Australia
68228,NSW,New South Wales,Australia
68229,NSW,New South Wales,Australia
68230,NSW,New South Wales,Australia
68231,NSW,New South Wales,Australia
68232,NSW,New South Wales,Australia
68233,NSW,New South Wales,Australia
68234,NSW,New South Wales,Australia
68235,NSW,New South Wales,Australia
68236,NSW,New South Wales,Australia
68237,NSW,New South Wales,Australia
68238,NSW,New South Wales,Australia
68239,NSW,New South Wales,Australia
68240,NSW,New South Wales,Australia
68241,NSW,New South Wales,Australia
68242,NSW,New South Wales,Australia
68243,NSW,New South Wales,Australia
68244,NSW,New South Wales,Australia
68245,NSW,New South Wales,Australia
68246,NSW,New South Wales,Australia
68247,NSW,New South Wales,Australia
68248,NSW,New South Wales,Australia
68249,NSW,New South Wales,Australia
68250,NSW,New South Wales,Australia
68251,NSW,New South Wales,Australia
68252,NSW,New South Wales,Australia
68253,NSW,New South Wales,Australia
68254,NSW,New South Wales,Australia
68255,NSW,New South Wales,Australia
68256,NSW,New South Wales,Australia
68257,NSW,New South Wales,Australia
68258,NSW,New South Wales,Australia
68259,NSW,New South Wales,Australia
68260,NSW,New South Wales,Australia
69000,NSW,New South Wales,Australia
69001,NSW,New South Wales,Australia
69002,NSW,New South Wales,Australia
69003,NSW,New South Wales,Australia
69004,NSW,New South Wales,Australia
69005,NSW,New South Wales,Australia
69006,NSW,New South Wales,Australia
69007,NSW,New South Wales,Australia
69008,NSW,New South Wales,Australia
69009,NSW,New South Wales,Australia
69010,NSW,New South Wales,Australia
69011,NSW,New South Wales,Australia
69012,NSW,New South Wales,Australia
69013,NSW,New South Wales,Australia
69014,NSW,New South Wales,Australia
69015,NSW,New South Wales,Australia
69016,NSW,New South Wales,Australia
69017,NSW,New South Wales,Australia
69018,NSW,New South Wales,Australia
69019,NSW,New South Wales,Australia
69020,NSW,New South Wales,Australia
69021,NSW,New South Wales,Australia
69022,NSW,New South Wales,Australia
69023,NSW,New South Wales,Australia
69024,NSW,New South Wales,Australia
69025,NSW,New South Wales,Australia
69026,NSW,New South Wales,Australia
69027,NSW,New South Wales,Australia
69028,NSW,New South Wales,Australia
69029,NSW,New South Wales,Australia
69030,NSW,New South Wales,Australia
69031,NSW,New South Wales,Australia
69032,NSW,New South Wales,Australia
69033,NSW,New South Wales,Australia
69034,NSW,New South Wales,Australia
69035,NSW,New South Wales,Australia
69036,NSW,New South Wales,Australia
69037,NSW,New South Wales,Australia
69038,NSW,New South Wales,Australia
69039,NSW,New South Wales,Australia
69040,NSW,New South Wales,Australia
69041,NSW,New South Wales,Australia
69042,NSW,New South Wales,Australia
69043,NSW,New South Wales,Australia
69044,NSW,New South Wales,Australia
69045,NSW,New South Wales,Australia
69046,NSW,New South Wales,Australia
69047,NSW,New South Wales,Australia
69048,NSW,New South Wales,Australia
69049,NSW,New South Wales,Australia
69050,NSW,New South Wales,Australia
69051,NSW,New South Wales,Australia
69052,NSW,New South Wales,Australia
69053,NSW,New South Wales,Australia
69054,NSW,New South Wales,Australia
69055,NSW,New South Wales,Australia
69056,NSW,New South Wales,Australia
69057,NSW,New South Wales,Australia
69058,NSW,New South Wales,Australia
69059,NSW,New South Wales,Australia
69060,NSW,New South Wales,Australia
69061,NSW,New South Wales,Australia
69062,NSW,New South Wales,Australia
69063,NSW,New South Wales,Australia
69064,NSW,New South Wales,Australia
69065,NSW,New South Wales,Australia
69066,NSW,New South Wales,Australia
69067,NSW,New South Wales,Australia
69068,NSW,New South Wales,Australia
69069,NSW,New South Wales,Australia
69070,NSW,New South Wales,Australia
69071,NSW,New South Wales,Australia
69072,NSW,New South Wales,Australia
69073,NSW,New South Wales,Australia
69074,NSW,New South Wales,Australia
69075,NSW,New South Wales,Australia
69076,NSW,New South Wales,Australia
69077,NSW,New South Wales,Australia
69078,NSW,New South Wales,Australia
69079,NSW,New South Wales,Australia
69080,NSW,New South Wales,Australia
69081,NSW,New South Wales,Australia
69082,NSW,New South Wales,Australia
69083,NSW,New South Wales,Australia
69084,NSW,New South Wales,Australia
69085,NSW,New South Wales,Australia
69086,NSW,New South Wales,Australia
69087,NSW,New South Wales,Australia
69088,NSW,New South Wales,Australia
69089,NSW,New South Wales,Australia
69090,NSW,New South Wales,Australia
69091,NSW,New South Wales,Australia
69092,NSW,New South Wales,Australia
69093,NSW,New South Wales,Australia
69094,NSW,New South Wales,Australia
69095,NSW,New South Wales,Australia
69096,NSW,New South Wales,Australia
69097,NSW,New South Wales,Australia
69098,NSW,New South Wales,Australia
69099,NSW,New South Wales,Australia
69100,NSW,New South Wales,Australia
69101,NSW,New South Wales,Australia
69102,NSW,New South Wales,Australia
69103,NSW,New South Wales,Australia
69104,NSW,New South Wales,Australia
69105,NSW,New South Wales,Australia
69106,NSW,New South Wales,Australia
69107,NSW,New South Wales,Australia
69108,NSW,New South Wales,Australia
69109,NSW,New South Wales,Australia
69110,NSW,New South Wales,Australia
69111,NSW,New South Wales,Australia
69112,NSW,New South Wales,Australia
69113,NSW,New South Wales,Australia
69114,NSW,New South Wales,Australia
69115,NSW,New South Wales,Australia
69116,NSW,New South Wales,Australia
69117,NSW,New South Wales,Australia
69118,NSW,New South Wales,Australia
69119,NSW,New South Wales,Australia
69120,NSW,New South Wales,Australia
69121,NSW,New South Wales,Australia
69122,NSW,New South Wales,Australia
69123,NSW,New South Wales,Australia
69124,NSW,New South Wales,Australia
69125,NSW,New South Wales,Australia
69126,NSW,New South Wales,Australia
69127,NSW,New South Wales,Australia
69128,NSW,New South Wales,Australia
69129,NSW,New South Wales,Australia
69130,NSW,New South Wales,Australia
69131,NSW,New South Wales,Australia
69132,NSW,New South Wales,Australia
69133,NSW,New South Wales,Australia
69134,NSW,New South Wales,Australia
69135,NSW,New South Wales,Australia
69136,NSW,New South Wales,Australia
69137,NSW,New South Wales,Australia
69138,NSW,New South Wales,Australia
69139,NSW,New South Wales,Australia
69140,NSW,New South Wales,Australia
69141,NSW,New South Wales,Australia
69142,NSW,New South Wales,Australia
69143,NSW,New South Wales,Australia
69145,NSW,New South Wales,Australia
69146,NSW,New South Wales,Australia
69147,NSW,New South Wales,Australia
69148,NSW,New South Wales,Australia
69149,NSW,New South Wales,Australia
69150,NSW,New South Wales,Australia
69151,NSW,New South Wales,Australia
69152,NSW,New South Wales,Australia
69153,NSW,New South Wales,Australia
70000,NSW,New South Wales,Australia
70001,NSW,New South Wales,Australia
70002,NSW,New South Wales,Australia
70003,NSW,New South Wales,Australia
70004,NSW,New South Wales,Australia
70005,NSW,New South Wales,Australia
70006,NSW,New South Wales,Australia
70007,NSW,New South Wales,Australia
70008,NSW,New South Wales,Australia
70009,NSW,New South Wales,Australia
70010,NSW,New South Wales,Australia
70011,NSW,New South Wales,Australia
70012,NSW,New South Wales,Australia
70013,NSW,New South Wales,Australia
70014,NSW,New South Wales,Australia
70015,NSW,New South Wales,Australia
70016,NSW,New South Wales,Australia
70017,NSW,New South Wales,Australia
70018,NSW,New South Wales,Australia
70019,NSW,New South Wales,Australia
70020,NSW,New South Wales,Australia
70021,NSW,New South Wales,Australia
70022,NSW,New South Wales,Australia
70023,NSW,New South Wales,Australia
70024,NSW,New South Wales,Australia
70025,NSW,New South Wales,Australia
70026,NSW,New South Wales,Australia
70027,NSW,New South Wales,Australia
70028,NSW,New South Wales,Australia
70029,NSW,New South Wales,Australia
70030,NSW,New South Wales,Australia
70031,NSW,New South Wales,Australia
70032,NSW,New South Wales,Australia
70033,NSW,New South Wales,Australia
70034,NSW,New South Wales,Australia
70035,NSW,New South Wales,Australia
70036,NSW,New South Wales,Australia
70037,NSW,New South Wales,Australia
70038,NSW,New South Wales,Australia
70039,NSW,New South Wales,Australia
70040,NSW,New South Wales,Australia
70041,NSW,New South Wales,Australia
70042,NSW,New South Wales,Australia
70043,NSW,New South Wales,Australia
70044,NSW,New South Wales,Australia
70045,NSW,New South Wales,Australia
70046,NSW,New South Wales,Australia
70047,NSW,New South Wales,Australia
70048,NSW,New South Wales,Australia
70049,NSW,New South Wales,Australia
70050,NSW,New South Wales,Australia
70051,NSW,New South Wales,Australia
70052,NSW,New South Wales,Australia
70053,NSW,New South Wales,Australia
70054,NSW,New South Wales,Australia
70055,NSW,New South Wales,Australia
70056,NSW,New South Wales,Australia
70057,NSW,New South Wales,Australia
70058,NSW,New South Wales,Australia
70059,NSW,New South Wales,Australia
70060,NSW,New South Wales,Australia
70061,NSW,New South Wales,Australia
70062,NSW,New South Wales,Australia
70063,NSW,New South Wales,Australia
70064,NSW,New South Wales,Australia
70065,NSW,New South Wales,Australia
70066,NSW,New South Wales,Australia
70067,NSW,New South Wales,Australia
70068,NSW,New South Wales,Australia
70069,NSW,New South Wales,Australia
70070,NSW,New South Wales,Australia
70071,NSW,New South Wales,Australia
70072,NSW,New South Wales,Australia
70073,NSW,New South Wales,Australia
70074,NSW,New South Wales,Australia
70075,NSW,New South Wales,Australia
70076,NSW,New South Wales,Australia
70077,NSW,New South Wales,Australia
70078,NSW,New South Wales,Australia
70079,NSW,New South Wales,Australia
70080,NSW,New South Wales,Australia
70081,NSW,New South Wales,Australia
70082,NSW,New South Wales,Australia
70083,NSW,New South Wales,Australia
70084,NSW,New South Wales,Australia
70085,NSW,New South Wales,Australia
70086,NSW,New South Wales,Australia
70087,NSW,New South Wales,Australia
70088,NSW,New South Wales,Australia
70089,NSW,New South Wales,Australia
70090,NSW,New South Wales,Australia
70091,NSW,New South Wales,Australia
70092,NSW,New South Wales,Australia
70093,NSW,New South Wales,Australia
70094,NSW,New South Wales,Australia
70095,NSW,New South Wales,Australia
70096,NSW,New South Wales,Australia
70097,NSW,New South Wales,Australia
70098,NSW,New South Wales,Australia
70099,NSW,New South Wales,Australia
70100,NSW,New South Wales,Australia
70101,NSW,New South Wales,Australia
70102,NSW,New South Wales,Australia
70103,NSW,New South Wales,Australia
70104,NSW,New South Wales,Australia
70105,NSW,New South Wales,Australia
70106,NSW,New South Wales,Australia
70107,NSW,New South Wales,Australia
70108,NSW,New South Wales,Australia
70109,NSW,New South Wales,Australia
70110,NSW,New South Wales,Australia
70111,NSW,New South Wales,Australia
70112,NSW,New South Wales,Australia
70113,NSW,New South Wales,Australia
70114,NSW,New South Wales,Australia
70115,NSW,New South Wales,Australia
70116,NSW,New South Wales,Australia
70117,NSW,New South Wales,Australia
70118,NSW,New South Wales,Australia
70119,NSW,New South Wales,Australia
70120,NSW,New South Wales,Australia
70121,NSW,New South Wales,Australia
70122,NSW,New South Wales,Australia
70123,NSW,New South Wales,Australia
70124,NSW,New South Wales,Australia
70125,NSW,New South Wales,Australia
70126,NSW,New South Wales,Australia
70127,NSW,New South Wales,Australia
70128,NSW,New South Wales,Australia
70129,NSW,New South Wales,Australia
70130,NSW,New South Wales,Australia
70131,NSW,New South Wales,Australia
70132,NSW,New South Wales,Australia
70133,NSW,New South Wales,Australia
70134,NSW,New South Wales,Australia
70135,NSW,New South Wales,Australia
70136,NSW,New South Wales,Australia
70137,NSW,New South Wales,Australia
70138,NSW,New South Wales,Australia
70139,NSW,New South Wales,Australia
70140,NSW,New South Wales,Australia
70141,NSW,New South Wales,Australia
70142,NSW,New South Wales,Australia
70143,NSW,New South Wales,Australia
70144,NSW,New South Wales,Australia
70145,NSW,New South Wales,Australia
70146,NSW,New South Wales,Australia
70147,NSW,New South Wales,Australia
70148,NSW,New South Wales,Australia
70149,NSW,New South Wales,Australia
70150,NSW,New South Wales,Australia
70151,NSW,New South Wales,Australia
70152,NSW,New South Wales,Australia
70153,NSW,New South Wales,Australia
70154,NSW,New South Wales,Australia
70155,NSW,New South Wales,Australia
70156,NSW,New South Wales,Australia
70157,NSW,New South Wales,Australia
70158,NSW,New South Wales,Australia
70159,NSW,New South Wales,Australia
70160,NSW,New South Wales,Australia
70161,NSW,New South Wales,Australia
70162,NSW,New South Wales,Australia
70163,NSW,New South Wales,Australia
70164,NSW,New South Wales,Australia
70165,NSW,New South Wales,Australia
70166,NSW,New South Wales,Australia
70167,NSW,New South Wales,Australia
70168,NSW,New South Wales,Australia
70169,NSW,New South Wales,Australia
70170,NSW,New South Wales,Australia
70171,NSW,New South Wales,Australia
70172,NSW,New South Wales,Australia
70173,NSW,New South Wales,Australia
70174,NSW,New South Wales,Australia
70175,NSW,New South Wales,Australia
70176,NSW,New South Wales,Australia
70177,NSW,New South Wales,Australia
70178,NSW,New South Wales,Australia
70179,NSW,New South Wales,Australia
70180,NSW,New South Wales,Australia
70181,NSW,New South Wales,Australia
70182,NSW,New South Wales,Australia
70183,NSW,New South Wales,Australia
70184,NSW,New South Wales,Australia
70185,NSW,New South Wales,Australia
70186,NSW,New South Wales,Australia
70187,NSW,New South Wales,Australia
70188,NSW,New South Wales,Australia
70189,NSW,New South Wales,Australia
70190,NSW,New South Wales,Australia
70191,NSW,New South Wales,Australia
70192,NSW,New South Wales,Australia
70193,NSW,New South Wales,Australia
70194,NSW,New South Wales,Australia
70195,NSW,New South Wales,Australia
70196,NSW,New South Wales,Australia
70197,NSW,New South Wales,Australia
70198,NSW,New South Wales,Australia
70199,NSW,New South Wales,Australia
70200,NSW,New South Wales,Australia
70201,NSW,New South Wales,Australia
70202,NSW,New South Wales,Australia
70203,NSW,New South Wales,Australia
70204,NSW,New South Wales,Australia
70205,NSW,New South Wales,Australia
70206,NSW,New South Wales,Australia
70207,NSW,New South Wales,Australia
70208,NSW,New South Wales,Australia
70209,NSW,New South Wales,Australia
70210,NSW,New South Wales,Australia
70211,NSW,New South Wales,Australia
70212,NSW,New South Wales,Australia
70213,NSW,New South Wales,Australia
70214,NSW,New South Wales,Australia
70215,NSW,New South Wales,Australia
70216,NSW,New South Wales,Australia
70217,NSW,New South Wales,Australia
70218,NSW,New South Wales,Australia
70219,NSW,New South Wales,Australia
70220,NSW,New South Wales,Australia
70221,NSW,New South Wales,Australia
70222,NSW,New South Wales,Australia
70223,NSW,New South Wales,Australia
70224,NSW,New South Wales,Australia
70225,NSW,New South Wales,Australia
70226,NSW,New South Wales,Australia
70227,NSW,New South Wales,Australia
70228,NSW,New South Wales,Australia
70229,NSW,New South Wales,Australia
70230,NSW,New South Wales,Australia
70231,NSW,New South Wales,Australia
70232,NSW,New South Wales,Australia
70233,NSW,New South Wales,Australia
70234,NSW,New South Wales,Australia
70235,NSW,New South Wales,Australia
70236,NSW,New South Wales,Australia
70237,NSW,New South Wales,Australia
70238,NSW,New South Wales,Australia
70239,NSW,New South Wales,Australia
70240,NSW,New South Wales,Australia
70241,NSW,New South Wales,Australia
70242,NSW,New South Wales,Australia
70243,NSW,New South Wales,Australia
70244,NSW,New South Wales,Australia
70245,NSW,New South Wales,Australia
70246,NSW,New South Wales,Australia
70247,NSW,New South Wales,Australia
70248,NSW,New South Wales,Australia
70249,NSW,New South Wales,Australia
70250,NSW,New South Wales,Australia
70251,NSW,New South Wales,Australia
70252,NSW,New South Wales,Australia
70253,NSW,New South Wales,Australia
70254,NSW,New South Wales,Australia
70255,NSW,New South Wales,Australia
70256,NSW,New South Wales,Australia
70257,NSW,New South Wales,Australia
70258,NSW,New South Wales,Australia
70259,NSW,New South Wales,Australia
70260,NSW,New South Wales,Australia
70261,NSW,New South Wales,Australia
70262,NSW,New South Wales,Australia
70263,NSW,New South Wales,Australia
70264,NSW,New South Wales,Australia
70265,NSW,New South Wales,Australia
70266,NSW,New South Wales,Australia
70267,NSW,New South Wales,Australia
70268,NSW,New South Wales,Australia
70269,NSW,New South Wales,Australia
70270,NSW,New South Wales,Australia
70271,NSW,New South Wales,Australia
70272,NSW,New South Wales,Australia
